framework,pool,X,t_s,active_pgsleep,total_conns,idle_in_tx
webflux,20,1.2,100.1,9,9,0
webflux,20,1.2,100.8,9,9,0
webflux,20,1.2,101.4,9,9,0
webflux,20,1.2,102.1,9,9,0
webflux,20,1.2,102.8,9,9,0
webflux,20,1.2,103.5,9,9,0
webflux,20,1.2,104.1,9,9,0
webflux,20,1.2,104.8,9,9,0
webflux,20,1.2,105.5,9,9,0
webflux,20,1.2,106.1,9,9,0
webflux,20,1.2,106.8,9,9,0
webflux,20,1.2,107.5,9,9,0
webflux,20,1.2,108.1,9,9,0
webflux,20,1.2,108.8,9,9,0
webflux,20,1.2,109.5,9,9,0
webflux,20,1.2,110.2,9,9,0
webflux,20,1.2,110.8,9,9,0
webflux,20,1.2,111.5,9,9,0
webflux,20,1.2,112.2,9,9,0
webflux,20,1.2,112.8,9,9,0
webflux,20,1.2,113.5,9,9,0
webflux,20,1.2,114.2,9,9,0
webflux,20,1.2,114.8,9,9,0
webflux,20,1.2,115.5,9,9,0
webflux,20,1.2,116.2,9,9,0
webflux,20,1.2,116.9,9,9,0
webflux,20,1.2,117.5,9,9,0
webflux,20,1.2,118.2,9,9,0
webflux,20,1.2,118.9,9,9,0
webflux,20,1.2,119.5,9,9,0
webflux,20,1.2,120.2,9,9,0
webflux,20,1.2,120.9,9,9,0
webflux,20,1.2,121.6,9,9,0
webflux,20,1.2,122.2,9,9,0
webflux,20,1.2,122.9,9,9,0
webflux,20,1.2,123.6,9,9,0
webflux,20,1.2,124.3,9,9,0
webflux,20,1.2,124.9,9,9,0
webflux,20,1.2,125.6,9,9,0
webflux,20,1.2,126.3,9,9,0
webflux,20,1.2,126.9,9,9,0
webflux,20,1.2,127.6,9,9,0
webflux,20,1.2,128.3,9,9,0
webflux,20,1.2,128.9,9,9,0
webflux,20,1.2,129.6,9,9,0
webflux,20,1.2,130.3,9,9,0
webflux,20,1.2,131.0,9,9,0
webflux,20,1.2,131.7,9,9,0
webflux,20,1.2,132.3,9,9,0
webflux,20,1.2,133.0,9,9,0
webflux,20,1.2,133.7,9,9,0
webflux,20,1.6,0.2,9,9,0
webflux,20,1.6,0.8,9,9,0
webflux,20,1.6,1.5,9,9,0
webflux,20,1.6,2.2,9,9,0
webflux,20,1.6,2.9,9,9,0
webflux,20,1.6,3.5,9,9,0
webflux,20,1.6,4.2,9,9,0
webflux,20,1.6,4.9,9,9,0
webflux,20,1.6,5.5,9,9,0
webflux,20,1.6,6.2,9,9,0
webflux,20,1.6,6.9,9,9,0
webflux,20,1.6,7.6,9,9,0
webflux,20,1.6,8.2,9,9,0
webflux,20,1.6,8.9,9,9,0
webflux,20,1.6,9.6,9,9,0
webflux,20,1.6,10.2,9,9,0
webflux,20,1.6,10.9,9,9,0
webflux,20,1.6,11.6,9,9,0
webflux,20,1.6,12.3,9,9,0
webflux,20,1.6,12.9,8,9,0
webflux,20,1.6,13.6,8,9,0
webflux,20,1.6,14.3,8,9,0
webflux,20,1.6,14.9,8,9,0
webflux,20,1.6,15.6,8,9,0
webflux,20,1.6,16.3,8,9,0
webflux,20,1.6,17.0,9,9,0
webflux,20,1.6,17.6,9,9,0
webflux,20,1.6,18.3,9,9,0
webflux,20,1.6,19.0,9,9,0
webflux,20,1.6,19.7,9,9,0
webflux,20,1.6,20.3,9,9,0
webflux,20,1.6,21.0,9,9,0
webflux,20,1.6,21.7,9,9,0
webflux,20,1.6,22.3,9,9,0
webflux,20,1.6,23.0,9,9,0
webflux,20,1.6,23.7,9,9,0
webflux,20,1.6,24.3,9,9,0
webflux,20,1.6,25.0,9,9,0
webflux,20,1.6,25.7,9,9,0
webflux,20,1.6,26.4,10,10,0
webflux,20,1.6,27.0,10,10,0
webflux,20,1.6,27.7,10,10,0
webflux,20,1.6,28.4,10,10,0
webflux,20,1.6,29.1,11,11,0
webflux,20,1.6,29.7,11,11,0
webflux,20,1.6,30.4,11,11,0
webflux,20,1.6,31.1,11,11,0
webflux,20,1.6,31.7,11,11,0
webflux,20,1.6,32.4,11,11,0
webflux,20,1.6,33.1,11,11,0
webflux,20,1.6,33.7,11,11,0
webflux,20,1.6,34.4,11,11,0
webflux,20,1.6,35.1,11,11,0
webflux,20,1.6,35.7,11,11,0
webflux,20,1.6,36.4,11,11,0
webflux,20,1.6,37.1,11,11,0
webflux,20,1.6,37.8,11,11,0
webflux,20,1.6,38.4,11,11,0
webflux,20,1.6,39.1,11,11,0
webflux,20,1.6,39.8,11,11,0
webflux,20,1.6,40.4,11,11,0
webflux,20,1.6,41.1,11,11,0
webflux,20,1.6,41.8,11,11,0
webflux,20,1.6,42.4,11,11,0
webflux,20,1.6,43.1,11,11,0
webflux,20,1.6,43.8,11,11,0
webflux,20,1.6,44.4,11,11,0
webflux,20,1.6,45.1,11,11,0
webflux,20,1.6,45.8,11,11,0
webflux,20,1.6,46.5,11,11,0
webflux,20,1.6,47.1,11,11,0
webflux,20,1.6,47.8,11,11,0
webflux,20,1.6,48.5,11,11,0
webflux,20,1.6,49.1,11,11,0
webflux,20,1.6,49.8,11,11,0
webflux,20,1.6,50.5,11,11,0
webflux,20,1.6,51.1,11,11,0
webflux,20,1.6,51.8,11,11,0
webflux,20,1.6,52.5,11,11,0
webflux,20,1.6,53.2,11,11,0
webflux,20,1.6,53.8,11,11,0
webflux,20,1.6,54.5,11,11,0
webflux,20,1.6,55.2,11,11,0
webflux,20,1.6,55.8,11,11,0
webflux,20,1.6,56.5,11,11,0
webflux,20,1.6,57.2,11,11,0
webflux,20,1.6,57.8,11,11,0
webflux,20,1.6,58.5,11,11,0
webflux,20,1.6,59.2,11,11,0
webflux,20,1.6,59.9,11,11,0
webflux,20,1.6,60.5,11,11,0
webflux,20,1.6,61.2,11,11,0
webflux,20,1.6,61.9,11,11,0
webflux,20,1.6,62.5,11,11,0
webflux,20,1.6,63.2,11,11,0
webflux,20,1.6,63.9,11,11,0
webflux,20,1.6,64.5,11,11,0
webflux,20,1.6,65.2,11,11,0
webflux,20,1.6,65.9,11,11,0
webflux,20,1.6,66.5,11,11,0
webflux,20,1.6,67.2,11,11,0
webflux,20,1.6,67.9,11,11,0
webflux,20,1.6,68.6,11,11,0
webflux,20,1.6,69.2,11,11,0
webflux,20,1.6,69.9,11,11,0
webflux,20,1.6,70.6,11,11,0
webflux,20,1.6,71.2,11,11,0
webflux,20,1.6,71.9,11,11,0
webflux,20,1.6,72.6,11,11,0
webflux,20,1.6,73.3,11,11,0
webflux,20,1.6,74.0,11,11,0
webflux,20,1.6,74.6,11,11,0
webflux,20,1.6,75.3,11,11,0
webflux,20,1.6,76.0,11,11,0
webflux,20,1.6,76.6,11,11,0
webflux,20,1.6,77.3,11,11,0
webflux,20,1.6,78.0,11,11,0
webflux,20,1.6,78.6,11,11,0
webflux,20,1.6,79.3,11,11,0
webflux,20,1.6,80.0,11,11,0
webflux,20,1.6,80.6,11,11,0
webflux,20,1.6,81.3,11,11,0
webflux,20,1.6,82.0,11,11,0
webflux,20,1.6,82.7,11,11,0
webflux,20,1.6,83.4,11,11,0
webflux,20,1.6,84.0,11,11,0
webflux,20,1.6,84.7,11,11,0
webflux,20,1.6,85.4,11,11,0
webflux,20,1.6,86.0,11,11,0
webflux,20,1.6,86.7,10,11,0
webflux,20,1.6,87.4,10,11,0
webflux,20,1.6,88.1,10,11,0
webflux,20,1.6,88.7,10,11,0
webflux,20,1.6,89.4,10,11,0
webflux,20,1.6,90.1,10,11,0
webflux,20,1.6,90.7,10,11,0
webflux,20,1.6,91.4,10,11,0
webflux,20,1.6,92.1,10,11,0
webflux,20,1.6,92.8,10,11,0
webflux,20,1.6,93.4,10,11,0
webflux,20,1.6,94.1,10,11,0
webflux,20,1.6,94.8,11,11,0
webflux,20,1.6,95.5,11,11,0
webflux,20,1.6,96.1,11,11,0
webflux,20,1.6,96.8,11,11,0
webflux,20,1.6,97.5,11,11,0
webflux,20,1.6,98.1,11,11,0
webflux,20,1.6,98.8,11,11,0
webflux,20,1.6,99.5,11,11,0
webflux,20,1.6,100.1,11,11,0
webflux,20,1.6,100.8,11,11,0
webflux,20,1.6,101.5,11,11,0
webflux,20,1.6,102.2,11,11,0
webflux,20,1.6,102.8,11,11,0
webflux,20,1.6,103.5,11,11,0
webflux,20,1.6,104.2,11,11,0
webflux,20,1.6,104.8,11,11,0
webflux,20,1.6,105.5,11,11,0
webflux,20,1.6,106.2,11,11,0
webflux,20,1.6,106.8,10,11,0
webflux,20,1.6,107.5,10,11,0
webflux,20,1.6,108.2,10,11,0
webflux,20,1.6,108.9,10,11,0
webflux,20,1.6,109.5,10,11,0
webflux,20,1.6,110.2,11,11,0
webflux,20,1.6,110.9,11,11,0
webflux,20,1.6,111.5,11,11,0
webflux,20,1.6,112.2,11,11,0
webflux,20,1.6,112.9,11,11,0
webflux,20,1.6,113.5,11,11,0
webflux,20,1.6,114.2,11,11,0
webflux,20,1.6,114.9,11,11,0
webflux,20,1.6,115.6,11,11,0
webflux,20,1.6,116.2,10,11,0
webflux,20,1.6,116.9,11,11,0
webflux,20,1.6,117.6,11,11,0
webflux,20,1.6,118.2,11,11,0
webflux,20,1.6,118.9,11,11,0
webflux,20,1.6,119.6,11,11,0
webflux,20,1.6,120.3,11,11,0
webflux,20,1.6,120.9,11,11,0
webflux,20,1.6,121.6,11,11,0
webflux,20,1.6,122.3,11,11,0
webflux,20,1.6,122.9,11,11,0
webflux,20,1.6,123.6,11,11,0
webflux,20,1.6,124.3,11,11,0
webflux,20,1.6,125.0,11,11,0
webflux,20,1.6,125.6,11,11,0
webflux,20,1.6,126.3,11,11,0
webflux,20,1.6,127.0,11,11,0
webflux,20,1.6,127.6,11,11,0
webflux,20,1.6,128.3,11,11,0
webflux,20,1.6,129.0,11,11,0
webflux,20,1.6,129.6,11,11,0
webflux,20,1.6,130.3,11,11,0
webflux,20,1.6,131.0,11,11,0
webflux,20,1.6,131.6,11,11,0
webflux,20,1.6,132.3,11,11,0
webflux,20,1.6,133.0,11,11,0
webflux,20,1.6,133.7,11,11,0
aspnet,30,4.5,0.2,1,6,0
aspnet,30,4.5,0.8,3,6,0
aspnet,30,4.5,1.5,3,6,0
aspnet,30,4.5,2.2,4,6,0
aspnet,30,4.5,2.9,5,6,0
aspnet,30,4.5,3.5,5,6,0
aspnet,30,4.5,4.2,6,7,0
aspnet,30,4.5,4.9,6,7,0
aspnet,30,4.5,5.5,7,8,0
aspnet,30,4.5,6.2,8,8,0
aspnet,30,4.5,6.9,8,9,0
aspnet,30,4.5,7.6,9,10,0
aspnet,30,4.5,8.2,9,10,0
aspnet,30,4.5,8.9,10,11,0
aspnet,30,4.5,9.6,11,11,0
aspnet,30,4.5,10.2,10,12,0
aspnet,30,4.5,10.9,11,12,0
aspnet,30,4.5,11.6,10,12,0
aspnet,30,4.5,12.3,11,12,0
aspnet,30,4.5,12.9,11,12,0
aspnet,30,4.5,13.6,10,12,0
aspnet,30,4.5,14.3,11,12,0
aspnet,30,4.5,14.9,10,12,0
aspnet,30,4.5,15.6,11,12,0
aspnet,30,4.5,16.3,11,12,0
aspnet,30,4.5,17.0,10,12,0
aspnet,30,4.5,17.6,11,12,0
aspnet,30,4.5,18.3,10,12,0
aspnet,30,4.5,19.0,11,12,0
aspnet,30,4.5,19.6,11,12,0
aspnet,30,4.5,20.3,10,12,0
aspnet,30,4.5,21.0,11,12,0
aspnet,30,4.5,21.7,10,12,0
aspnet,30,4.5,22.3,11,12,0
aspnet,30,4.5,23.0,11,12,0
aspnet,30,4.5,23.7,10,12,0
aspnet,30,4.5,24.3,11,12,0
aspnet,30,4.5,25.0,10,12,0
aspnet,30,4.5,25.7,11,12,0
aspnet,30,4.5,26.4,12,12,0
aspnet,30,4.5,27.0,11,12,0
aspnet,30,4.5,27.7,12,12,0
aspnet,30,4.5,28.4,11,12,0
aspnet,30,4.5,29.0,11,12,0
aspnet,30,4.5,29.7,12,12,0
aspnet,30,4.5,30.4,11,12,0
aspnet,30,4.5,31.1,12,12,0
aspnet,30,4.5,31.7,11,12,0
aspnet,30,4.5,32.4,11,12,0
aspnet,30,4.5,33.1,12,12,0
aspnet,30,4.5,33.8,11,12,0
aspnet,30,4.5,34.4,11,12,0
aspnet,30,4.5,35.1,11,12,0
aspnet,30,4.5,35.8,10,12,0
aspnet,30,4.5,36.4,11,12,0
aspnet,30,4.5,37.1,10,12,0
aspnet,30,4.5,37.8,11,12,0
aspnet,30,4.5,38.4,11,12,0
aspnet,30,4.5,39.1,10,12,0
aspnet,30,4.5,39.8,11,12,0
aspnet,30,4.5,40.5,10,12,0
aspnet,30,4.5,41.1,11,12,0
aspnet,30,4.5,41.8,11,12,0
aspnet,30,4.5,42.5,10,12,0
aspnet,30,4.5,43.1,11,12,0
aspnet,30,4.5,43.8,10,12,0
aspnet,30,4.5,44.5,11,12,0
aspnet,30,4.5,45.2,11,12,0
aspnet,30,4.5,45.8,10,12,0
aspnet,30,4.5,46.5,11,12,0
aspnet,30,4.5,47.2,10,12,0
aspnet,30,4.5,47.8,11,12,0
aspnet,30,4.5,48.5,11,12,0
aspnet,30,4.5,49.2,10,12,0
aspnet,30,4.5,49.9,11,12,0
aspnet,30,4.5,50.5,10,12,0
aspnet,30,4.5,51.2,11,12,0
aspnet,30,4.5,51.9,11,12,0
aspnet,30,4.5,52.6,10,12,0
aspnet,30,4.5,53.2,11,12,0
aspnet,30,4.5,53.9,10,12,0
aspnet,30,4.5,54.6,11,12,0
aspnet,30,4.5,55.2,11,12,0
aspnet,30,4.5,55.9,11,12,0
aspnet,30,4.5,56.6,12,12,0
aspnet,30,4.5,57.3,11,12,0
aspnet,30,4.5,58.0,11,12,0
aspnet,30,4.5,58.6,12,12,0
aspnet,30,4.5,59.3,11,12,0
aspnet,30,4.5,60.0,12,12,0
aspnet,30,4.5,60.6,11,12,0
aspnet,30,4.5,61.3,11,12,0
aspnet,30,4.5,62.0,12,12,0
aspnet,30,4.5,62.6,11,12,0
aspnet,30,4.5,63.3,11,12,0
aspnet,30,4.5,64.0,11,12,0
aspnet,30,4.5,64.7,10,12,0
aspnet,30,4.5,65.3,11,12,0
aspnet,30,4.5,66.0,10,12,0
aspnet,30,4.5,66.7,11,12,0
aspnet,30,4.5,67.4,11,12,0
aspnet,30,4.5,68.1,10,12,0
aspnet,30,4.5,68.7,11,12,0
aspnet,30,4.5,69.4,10,12,0
aspnet,30,4.5,70.1,11,12,0
aspnet,30,4.5,70.7,11,12,0
aspnet,30,4.5,71.4,10,12,0
aspnet,30,4.5,72.1,11,12,0
aspnet,30,4.5,72.7,10,12,0
aspnet,30,4.5,73.4,11,12,0
aspnet,30,4.5,74.1,11,12,0
aspnet,30,4.5,74.8,10,12,0
aspnet,30,4.5,75.4,11,12,0
aspnet,30,4.5,76.1,10,12,0
aspnet,30,4.5,76.8,11,12,0
aspnet,30,4.5,77.5,11,12,0
aspnet,30,4.5,78.1,10,12,0
aspnet,30,4.5,78.8,11,12,0
aspnet,30,4.5,79.5,10,12,0
aspnet,30,4.5,80.1,11,12,0
aspnet,30,4.5,80.8,11,12,0
aspnet,30,4.5,81.5,10,12,0
aspnet,30,4.5,82.2,12,12,0
aspnet,30,4.5,82.8,11,12,0
aspnet,30,4.5,83.5,11,12,0
aspnet,30,4.5,84.2,12,12,0
aspnet,30,4.5,84.9,11,12,0
aspnet,30,4.5,85.5,12,12,0
aspnet,30,4.5,86.2,11,12,0
aspnet,30,4.5,86.9,10,12,0
aspnet,30,4.5,87.6,11,12,0
aspnet,30,4.5,88.2,10,12,0
aspnet,30,4.5,88.9,11,12,0
aspnet,30,4.5,89.6,11,12,0
aspnet,30,4.5,90.3,10,12,0
aspnet,30,4.5,90.9,11,12,0
aspnet,30,4.5,91.6,10,12,0
aspnet,30,4.5,92.3,11,12,0
aspnet,30,4.5,92.9,11,12,0
aspnet,30,4.5,93.6,10,12,0
aspnet,30,4.5,94.3,11,12,0
aspnet,30,4.5,95.0,10,12,0
aspnet,30,4.5,95.6,11,12,0
aspnet,30,4.5,96.3,11,12,0
aspnet,30,4.5,97.0,10,12,0
aspnet,30,4.5,97.7,11,12,0
aspnet,30,4.5,98.3,10,12,0
aspnet,30,4.5,99.0,11,12,0
aspnet,30,4.5,99.7,11,12,0
aspnet,30,4.5,100.3,10,12,0
aspnet,30,4.5,101.0,11,12,0
aspnet,30,4.5,101.7,10,12,0
aspnet,30,4.5,102.4,11,12,0
aspnet,30,4.5,103.0,11,12,0
aspnet,30,4.5,103.7,10,12,0
aspnet,30,4.5,104.4,11,12,0
aspnet,30,4.5,105.0,10,12,0
aspnet,30,4.5,105.7,11,12,0
aspnet,30,4.5,106.4,11,12,0
aspnet,30,4.5,107.1,11,12,0
aspnet,30,4.5,107.8,12,12,0
aspnet,30,4.5,108.4,11,12,0
aspnet,30,4.5,109.1,11,12,0
aspnet,30,4.5,109.8,12,12,0
aspnet,30,4.5,110.4,11,12,0
aspnet,30,4.5,111.1,12,12,0
aspnet,30,4.5,111.8,11,12,0
aspnet,30,4.5,112.5,11,12,0
aspnet,30,4.5,113.1,11,12,0
aspnet,30,4.5,113.8,10,12,0
aspnet,30,4.5,114.5,11,12,0
aspnet,30,4.5,115.1,11,12,0
aspnet,30,4.5,115.8,10,12,0
aspnet,30,4.5,116.5,11,12,0
aspnet,30,4.5,117.2,10,12,0
aspnet,30,4.5,117.8,11,12,0
aspnet,30,4.5,118.5,11,12,0
aspnet,30,4.5,119.2,10,12,0
aspnet,30,4.5,119.9,11,12,0
aspnet,30,4.5,120.5,8,12,0
aspnet,30,4.5,121.2,8,12,0
aspnet,30,4.5,121.9,7,12,0
aspnet,30,4.5,122.5,6,12,0
aspnet,30,4.5,123.2,6,12,0
aspnet,30,4.5,123.9,5,12,0
aspnet,30,4.5,124.5,5,12,0
aspnet,30,4.5,125.2,4,12,0
aspnet,30,4.5,125.9,3,12,0
aspnet,30,4.5,126.6,3,12,0
aspnet,30,4.5,127.2,2,12,0
aspnet,30,4.5,127.9,2,12,0
aspnet,30,4.5,128.6,1,12,0
aspnet,30,4.5,129.2,0,12,0
aspnet,30,4.5,129.9,0,12,0
aspnet,30,4.5,130.6,0,12,0
aspnet,30,4.5,131.2,0,12,0
aspnet,30,4.5,131.9,0,12,0
aspnet,30,4.5,132.6,0,12,0
aspnet,30,4.5,133.3,0,12,0
aspnet,30,7.5,0.2,1,12,0
aspnet,30,7.5,0.8,5,12,0
aspnet,30,7.5,1.5,6,12,0
aspnet,30,7.5,2.2,7,12,0
aspnet,30,7.5,2.9,8,12,0
aspnet,30,7.5,3.5,9,12,0
aspnet,30,7.5,4.2,10,12,0
aspnet,30,7.5,4.9,11,12,0
aspnet,30,7.5,5.5,12,12,0
aspnet,30,7.5,6.2,13,13,0
aspnet,30,7.5,6.9,14,14,0
aspnet,30,7.5,7.6,14,15,0
aspnet,30,7.5,8.2,15,16,0
aspnet,30,7.5,8.9,16,17,0
aspnet,30,7.5,9.6,17,18,0
aspnet,30,7.5,10.3,17,19,0
aspnet,30,7.5,10.9,18,19,0
aspnet,30,7.5,11.6,18,19,0
aspnet,30,7.5,12.3,18,19,0
aspnet,30,7.5,13.0,18,19,0
aspnet,30,7.5,13.6,18,19,0
aspnet,30,7.5,14.3,18,19,0
aspnet,30,7.5,15.0,18,19,0
aspnet,30,7.5,15.6,18,19,0
aspnet,30,7.5,16.3,18,19,0
aspnet,30,7.5,17.0,18,19,0
aspnet,30,7.5,17.7,18,19,0
aspnet,30,7.5,18.3,18,19,0
aspnet,30,7.5,19.0,18,19,0
aspnet,30,7.5,19.7,18,19,0
aspnet,30,7.5,20.4,18,19,0
aspnet,30,7.5,21.0,18,19,0
aspnet,30,7.5,21.7,18,19,0
aspnet,30,7.5,22.4,18,19,0
aspnet,30,7.5,23.0,18,19,0
aspnet,30,7.5,23.7,17,19,0
aspnet,30,7.5,24.4,17,19,0
aspnet,30,7.5,25.1,17,19,0
aspnet,30,7.5,25.7,17,19,0
aspnet,30,7.5,26.4,17,19,0
aspnet,30,7.5,27.1,18,19,0
aspnet,30,7.5,27.8,18,19,0
aspnet,30,7.5,28.4,18,19,0
aspnet,30,7.5,29.1,18,19,0
aspnet,30,7.5,29.8,18,19,0
aspnet,30,7.5,30.4,18,19,0
aspnet,30,7.5,31.1,18,19,0
aspnet,30,7.5,31.8,18,19,0
aspnet,30,7.5,32.5,18,19,0
aspnet,30,7.5,33.1,18,19,0
aspnet,30,7.5,33.8,18,19,0
aspnet,30,7.5,34.5,18,19,0
aspnet,30,7.5,35.1,18,19,0
aspnet,30,7.5,35.8,18,19,0
aspnet,30,7.5,36.5,18,19,0
aspnet,30,7.5,37.2,18,19,0
aspnet,30,7.5,37.8,18,19,0
aspnet,30,7.5,38.5,18,19,0
aspnet,30,7.5,39.2,18,19,0
aspnet,30,7.5,39.8,18,19,0
aspnet,30,7.5,40.5,18,19,0
aspnet,30,7.5,41.2,17,19,0
aspnet,30,7.5,41.9,17,19,0
aspnet,30,7.5,42.5,17,19,0
aspnet,30,7.5,43.2,17,19,0
aspnet,30,7.5,43.9,17,19,0
aspnet,30,7.5,44.6,18,19,0
aspnet,30,7.5,45.2,18,19,0
aspnet,30,7.5,45.9,18,19,0
aspnet,30,7.5,46.6,18,19,0
aspnet,30,7.5,47.2,18,19,0
aspnet,30,7.5,47.9,18,19,0
aspnet,30,7.5,48.6,18,19,0
aspnet,30,7.5,49.3,18,19,0
aspnet,30,7.5,49.9,18,19,0
aspnet,30,7.5,50.6,18,19,0
aspnet,30,7.5,51.3,18,19,0
aspnet,30,7.5,51.9,18,19,0
aspnet,30,7.5,52.6,18,19,0
aspnet,30,7.5,53.3,18,19,0
aspnet,30,7.5,53.9,18,19,0
aspnet,30,7.5,54.6,18,19,0
aspnet,30,7.5,55.3,18,19,0
aspnet,30,7.5,56.0,18,19,0
aspnet,30,7.5,56.6,18,19,0
aspnet,30,7.5,57.3,18,19,0
aspnet,30,7.5,58.0,18,19,0
aspnet,30,7.5,58.6,18,19,0
aspnet,30,7.5,59.3,18,19,0
aspnet,30,7.5,60.0,18,19,0
aspnet,30,7.5,60.6,18,19,0
aspnet,30,7.5,61.3,18,19,0
aspnet,30,7.5,62.0,18,19,0
aspnet,30,7.5,62.7,18,19,0
aspnet,30,7.5,63.3,18,19,0
aspnet,30,7.5,64.0,18,19,0
aspnet,30,7.5,64.7,18,19,0
aspnet,30,7.5,65.3,18,19,0
aspnet,30,7.5,66.0,18,19,0
aspnet,30,7.5,66.7,18,19,0
aspnet,30,7.5,67.4,18,19,0
aspnet,30,7.5,68.0,18,19,0
aspnet,30,7.5,68.7,18,19,0
aspnet,30,7.5,69.4,19,19,0
aspnet,30,7.5,70.0,19,19,0
aspnet,30,7.5,70.7,19,19,0
aspnet,30,7.5,71.4,19,19,0
aspnet,30,7.5,72.1,19,19,0
aspnet,30,7.5,72.7,19,19,0
aspnet,30,7.5,73.4,19,19,0
aspnet,30,7.5,74.1,19,19,0
aspnet,30,7.5,74.8,19,19,0
aspnet,30,7.5,75.4,19,19,0
aspnet,30,7.5,76.1,19,19,0
aspnet,30,7.5,76.8,19,19,0
aspnet,30,7.5,77.4,19,19,0
aspnet,30,7.5,78.1,19,19,0
aspnet,30,7.5,78.8,19,19,0
aspnet,30,7.5,79.5,19,19,0
aspnet,30,7.5,80.1,19,19,0
aspnet,30,7.5,80.8,19,19,0
aspnet,30,7.5,81.5,19,19,0
aspnet,30,7.5,82.1,19,19,0
aspnet,30,7.5,82.8,18,19,0
aspnet,30,7.5,83.5,18,19,0
aspnet,30,7.5,84.2,18,19,0
aspnet,30,7.5,84.8,18,19,0
aspnet,30,7.5,85.5,18,19,0
aspnet,30,7.5,86.2,18,19,0
aspnet,30,7.5,86.9,18,19,0
aspnet,30,7.5,87.5,18,19,0
aspnet,30,7.5,88.2,18,19,0
aspnet,30,7.5,88.9,18,19,0
aspnet,30,7.5,89.6,18,19,0
aspnet,30,7.5,90.2,18,19,0
aspnet,30,7.5,90.9,18,19,0
aspnet,30,7.5,91.6,18,19,0
aspnet,30,7.5,92.2,18,19,0
aspnet,30,7.5,92.9,18,19,0
aspnet,30,7.5,93.6,18,19,0
aspnet,30,7.5,94.3,18,19,0
aspnet,30,7.5,94.9,18,19,0
aspnet,30,7.5,95.6,18,19,0
aspnet,30,7.5,96.3,18,19,0
aspnet,30,7.5,96.9,18,19,0
aspnet,30,7.5,97.6,18,19,0
aspnet,30,7.5,98.3,18,19,0
aspnet,30,7.5,99.0,17,19,0
aspnet,30,7.5,99.7,17,19,0
aspnet,30,7.5,100.3,17,19,0
aspnet,30,7.5,101.0,18,19,0
aspnet,30,7.5,101.7,18,19,0
aspnet,30,7.5,102.3,18,19,0
aspnet,30,7.5,103.0,18,19,0
aspnet,30,7.5,103.7,18,19,0
aspnet,30,7.5,104.4,18,19,0
aspnet,30,7.5,105.0,18,19,0
aspnet,30,7.5,105.7,18,19,0
aspnet,30,7.5,106.4,18,19,0
aspnet,30,7.5,107.1,18,19,0
aspnet,30,7.5,107.7,18,19,0
aspnet,30,7.5,108.4,18,19,0
aspnet,30,7.5,109.1,18,19,0
aspnet,30,7.5,109.8,18,19,0
aspnet,30,7.5,110.4,18,19,0
aspnet,30,7.5,111.1,18,19,0
aspnet,30,7.5,111.8,18,19,0
aspnet,30,7.5,112.4,17,19,0
aspnet,30,7.5,113.1,17,19,0
aspnet,30,7.5,113.8,17,19,0
aspnet,30,7.5,114.5,17,19,0
aspnet,30,7.5,115.1,18,19,0
aspnet,30,7.5,115.8,18,19,0
aspnet,30,7.5,116.5,18,19,0
aspnet,30,7.5,117.2,18,19,0
aspnet,30,7.5,117.8,18,19,0
aspnet,30,7.5,118.5,18,19,0
aspnet,30,7.5,119.2,18,19,0
aspnet,30,7.5,119.9,18,19,0
aspnet,30,7.5,120.5,15,19,0
aspnet,30,7.5,121.2,13,19,0
aspnet,30,7.5,121.9,12,19,0
aspnet,30,7.5,122.6,11,19,0
aspnet,30,7.5,123.2,10,19,0
aspnet,30,7.5,123.9,9,19,0
aspnet,30,7.5,124.6,8,19,0
aspnet,30,7.5,125.2,7,19,0
aspnet,30,7.5,125.9,6,17,0
aspnet,30,7.5,126.6,5,17,0
aspnet,30,7.5,127.2,4,17,0
aspnet,30,7.5,127.9,3,17,0
aspnet,30,7.5,128.6,2,17,0
aspnet,30,7.5,129.3,1,17,0
aspnet,30,7.5,130.0,0,17,0
aspnet,30,7.5,130.6,0,17,0
aspnet,30,7.5,131.3,0,17,0
aspnet,30,7.5,132.0,0,17,0
aspnet,30,7.5,132.6,0,17,0
aspnet,30,7.5,133.3,0,17,0
aspnet,30,10.5,0.2,1,17,0
aspnet,30,10.5,0.8,6,17,0
aspnet,30,10.5,1.5,7,17,0
aspnet,30,10.5,2.2,9,17,0
aspnet,30,10.5,2.9,10,17,0
aspnet,30,10.5,3.5,12,17,0
aspnet,30,10.5,4.2,13,17,0
aspnet,30,10.5,4.9,14,17,0
aspnet,30,10.5,5.6,17,17,0
aspnet,30,10.5,6.3,17,18,0
aspnet,30,10.5,6.9,19,20,0
aspnet,30,10.5,7.6,20,21,0
aspnet,30,10.5,8.3,22,23,0
aspnet,30,10.5,9.0,23,24,0
aspnet,30,10.5,9.6,24,25,0
aspnet,30,10.5,10.3,25,26,0
aspnet,30,10.5,11.0,25,26,0
aspnet,30,10.5,11.6,25,26,0
aspnet,30,10.5,12.3,25,26,0
aspnet,30,10.5,13.0,25,26,0
aspnet,30,10.5,13.7,26,26,0
aspnet,30,10.5,14.3,26,26,0
aspnet,30,10.5,15.0,26,26,0
aspnet,30,10.5,15.7,25,26,0
aspnet,30,10.5,16.4,25,26,0
aspnet,30,10.5,17.1,25,26,0
aspnet,30,10.5,17.7,25,26,0
aspnet,30,10.5,18.4,25,26,0
