framework,pool,X,t_s,active_pgsleep,total_conns,idle_in_tx
aspnet,20,5.0,43.8,13,14,0
aspnet,20,5.0,44.5,11,14,0
aspnet,20,5.0,45.2,12,14,0
aspnet,20,5.0,45.8,13,14,0
aspnet,20,5.0,46.5,11,14,0
aspnet,20,5.0,47.2,12,14,0
aspnet,20,5.0,47.8,12,14,0
aspnet,20,5.0,48.5,11,14,0
aspnet,20,5.0,49.2,12,14,0
aspnet,20,5.0,49.9,12,14,0
aspnet,20,5.0,50.5,11,14,0
aspnet,20,5.0,51.2,12,14,0
aspnet,20,5.0,51.9,12,14,0
aspnet,20,5.0,52.5,12,14,0
aspnet,20,5.0,53.2,12,14,0
aspnet,20,5.0,53.9,12,14,0
aspnet,20,5.0,54.6,12,14,0
aspnet,20,5.0,55.2,12,14,0
aspnet,20,5.0,55.9,12,14,0
aspnet,20,5.0,56.6,12,14,0
aspnet,20,5.0,57.2,12,14,0
aspnet,20,5.0,57.9,12,14,0
aspnet,20,5.0,58.6,12,14,0
aspnet,20,5.0,59.2,12,14,0
aspnet,20,5.0,59.9,12,14,0
aspnet,20,5.0,60.6,12,14,0
aspnet,20,5.0,61.3,11,14,0
aspnet,20,5.0,61.9,12,14,0
aspnet,20,5.0,62.6,12,14,0
aspnet,20,5.0,63.3,11,14,0
aspnet,20,5.0,63.9,12,14,0
aspnet,20,5.0,64.6,12,14,0
aspnet,20,5.0,65.3,11,14,0
aspnet,20,5.0,66.0,13,14,0
aspnet,20,5.0,66.6,12,14,0
aspnet,20,5.0,67.3,11,14,0
aspnet,20,5.0,68.0,13,14,0
aspnet,20,5.0,68.6,12,14,0
aspnet,20,5.0,69.3,11,14,0
aspnet,20,5.0,70.0,13,14,0
aspnet,20,5.0,70.7,12,14,0
aspnet,20,5.0,71.3,11,14,0
aspnet,20,5.0,72.0,13,14,0
aspnet,20,5.0,72.7,12,14,0
aspnet,20,5.0,73.3,11,14,0
aspnet,20,5.0,74.0,13,14,0
aspnet,20,5.0,74.7,12,14,0
aspnet,20,5.0,75.4,11,14,0
aspnet,20,5.0,76.0,13,14,0
aspnet,20,5.0,76.7,12,14,0
aspnet,20,5.0,77.4,12,14,0
aspnet,20,5.0,78.1,12,14,0
aspnet,20,5.0,78.8,12,14,0
aspnet,20,5.0,79.4,12,14,0
aspnet,20,5.0,80.1,12,14,0
aspnet,20,5.0,80.8,13,14,0
aspnet,20,5.0,81.4,12,14,0
aspnet,20,5.0,82.1,12,14,0
aspnet,20,5.0,82.8,13,14,0
aspnet,20,5.0,83.5,12,14,0
aspnet,20,5.0,84.1,12,14,0
aspnet,20,5.0,84.8,13,14,0
aspnet,20,5.0,85.5,11,14,0
aspnet,20,5.0,86.1,12,14,0
aspnet,20,5.0,86.8,13,14,0
aspnet,20,5.0,87.5,11,14,0
aspnet,20,5.0,88.2,12,14,0
aspnet,20,5.0,88.9,13,14,0
aspnet,20,5.0,89.5,11,14,0
aspnet,20,5.0,90.2,12,14,0
aspnet,20,5.0,90.9,13,14,0
aspnet,20,5.0,91.5,11,14,0
aspnet,20,5.0,92.2,12,14,0
aspnet,20,5.0,92.9,12,14,0
aspnet,20,5.0,93.6,11,14,0
aspnet,20,5.0,94.2,12,14,0
aspnet,20,5.0,94.9,12,14,0
aspnet,20,5.0,95.6,11,14,0
aspnet,20,5.0,96.2,12,14,0
aspnet,20,5.0,96.9,12,14,0
aspnet,20,5.0,97.6,12,14,0
aspnet,20,5.0,98.3,11,14,0
aspnet,20,5.0,99.0,12,14,0
aspnet,20,5.0,99.6,12,14,0
aspnet,20,5.0,100.3,11,14,0
aspnet,20,5.0,101.0,13,14,0
aspnet,20,5.0,101.6,12,14,0
aspnet,20,5.0,102.3,11,14,0
aspnet,20,5.0,103.0,13,14,0
aspnet,20,5.0,103.7,12,14,0
aspnet,20,5.0,104.3,11,14,0
aspnet,20,5.0,105.0,13,14,0
aspnet,20,5.0,105.7,12,14,0
aspnet,20,5.0,106.3,11,14,0
aspnet,20,5.0,107.0,13,14,0
aspnet,20,5.0,107.7,12,14,0
aspnet,20,5.0,108.4,12,14,0
aspnet,20,5.0,109.1,13,14,0
aspnet,20,5.0,109.7,12,14,0
aspnet,20,5.0,110.4,12,14,0
aspnet,20,5.0,111.1,13,14,0
aspnet,20,5.0,111.7,12,14,0
aspnet,20,5.0,112.4,12,14,0
aspnet,20,5.0,113.1,12,14,0
aspnet,20,5.0,113.8,12,14,0
aspnet,20,5.0,114.4,12,14,0
aspnet,20,5.0,115.1,12,14,0
aspnet,20,5.0,115.8,12,14,0
aspnet,20,5.0,116.4,12,14,0
aspnet,20,5.0,117.1,12,14,0
aspnet,20,5.0,117.8,12,14,0
aspnet,20,5.0,118.5,12,14,0
aspnet,20,5.0,119.2,12,14,0
aspnet,20,5.0,119.8,13,14,0
aspnet,20,5.0,120.5,9,14,0
aspnet,20,5.0,121.2,9,14,0
aspnet,20,5.0,121.8,8,14,0
aspnet,20,5.0,122.5,7,14,0
aspnet,20,5.0,123.2,7,14,0
aspnet,20,5.0,123.8,6,14,0
aspnet,20,5.0,124.5,5,14,0
aspnet,20,5.0,125.2,5,14,0
aspnet,20,5.0,125.9,4,14,0
aspnet,20,5.0,126.5,3,13,0
aspnet,20,5.0,127.2,2,13,0
aspnet,20,5.0,127.9,2,13,0
aspnet,20,5.0,128.6,1,13,0
aspnet,20,5.0,129.2,0,13,0
aspnet,20,5.0,129.9,0,13,0
aspnet,20,5.0,130.6,0,13,0
aspnet,20,5.0,131.2,0,13,0
aspnet,20,5.0,131.9,0,13,0
aspnet,20,5.0,132.6,0,13,0
aspnet,20,5.0,133.3,0,13,0
aspnet,20,7.0,0.2,1,13,0
aspnet,20,7.0,0.8,5,13,0
aspnet,20,7.0,1.5,5,13,0
aspnet,20,7.0,2.2,7,13,0
aspnet,20,7.0,2.9,8,13,0
aspnet,20,7.0,3.5,8,13,0
aspnet,20,7.0,4.2,9,13,0
aspnet,20,7.0,4.9,10,13,0
aspnet,20,7.0,5.5,10,13,0
aspnet,20,7.0,6.2,11,13,0
aspnet,20,7.0,6.9,13,13,0
aspnet,20,7.0,7.6,14,14,0
aspnet,20,7.0,8.2,14,15,0
aspnet,20,7.0,8.9,16,16,0
aspnet,20,7.0,9.6,17,17,0
aspnet,20,7.0,10.3,16,18,0
aspnet,20,7.0,10.9,16,18,0
aspnet,20,7.0,11.6,17,18,0
aspnet,20,7.0,12.3,17,18,0
aspnet,20,7.0,12.9,17,18,0
aspnet,20,7.0,13.6,18,18,0
aspnet,20,7.0,14.3,18,18,0
aspnet,20,7.0,15.0,17,18,0
aspnet,20,7.0,15.6,17,18,0
aspnet,20,7.0,16.3,17,18,0
aspnet,20,7.0,17.0,16,18,0
aspnet,20,7.0,17.6,16,18,0
aspnet,20,7.0,18.3,17,18,0
aspnet,20,7.0,19.0,17,18,0
aspnet,20,7.0,19.7,16,18,0
aspnet,20,7.0,20.3,17,18,0
aspnet,20,7.0,21.0,17,18,0
aspnet,20,7.0,21.7,16,18,0
aspnet,20,7.0,22.3,17,18,0
aspnet,20,7.0,23.0,17,18,0
aspnet,20,7.0,23.7,17,18,0
aspnet,20,7.0,24.4,17,18,0
aspnet,20,7.0,25.0,18,18,0
aspnet,20,7.0,25.7,18,18,0
aspnet,20,7.0,26.4,17,18,0
aspnet,20,7.0,27.1,17,18,0
aspnet,20,7.0,27.7,17,18,0
aspnet,20,7.0,28.4,16,18,0
aspnet,20,7.0,29.1,17,18,0
aspnet,20,7.0,29.7,17,18,0
aspnet,20,7.0,30.4,16,18,0
aspnet,20,7.0,31.1,16,18,0
aspnet,20,7.0,31.8,17,18,0
aspnet,20,7.0,32.4,16,18,0
aspnet,20,7.0,33.1,16,18,0
aspnet,20,7.0,33.8,17,18,0
aspnet,20,7.0,34.4,17,18,0
aspnet,20,7.0,35.1,17,18,0
aspnet,20,7.0,35.8,18,18,0
aspnet,20,7.0,36.5,18,18,0
aspnet,20,7.0,37.1,17,18,0
aspnet,20,7.0,37.8,17,18,0
aspnet,20,7.0,38.5,17,18,0
aspnet,20,7.0,39.1,17,18,0
aspnet,20,7.0,39.8,16,18,0
aspnet,20,7.0,40.5,17,18,0
aspnet,20,7.0,41.2,17,18,0
aspnet,20,7.0,41.8,16,18,0
aspnet,20,7.0,42.5,17,18,0
aspnet,20,7.0,43.2,17,18,0
aspnet,20,7.0,43.9,16,18,0
aspnet,20,7.0,44.5,16,18,0
aspnet,20,7.0,45.2,17,18,0
aspnet,20,7.0,45.9,17,18,0
aspnet,20,7.0,46.5,17,18,0
aspnet,20,7.0,47.2,18,18,0
aspnet,20,7.0,47.9,18,18,0
aspnet,20,7.0,48.6,17,18,0
aspnet,20,7.0,49.2,17,18,0
aspnet,20,7.0,49.9,17,18,0
aspnet,20,7.0,50.6,16,18,0
aspnet,20,7.0,51.2,16,18,0
aspnet,20,7.0,51.9,17,18,0
aspnet,20,7.0,52.6,17,18,0
aspnet,20,7.0,53.3,16,18,0
aspnet,20,7.0,53.9,17,18,0
aspnet,20,7.0,54.6,17,18,0
aspnet,20,7.0,55.3,16,18,0
aspnet,20,7.0,55.9,17,18,0
aspnet,20,7.0,56.6,17,18,0
aspnet,20,7.0,57.3,17,18,0
aspnet,20,7.0,58.0,17,18,0
aspnet,20,7.0,58.6,18,18,0
aspnet,20,7.0,59.3,18,18,0
aspnet,20,7.0,60.0,17,18,0
aspnet,20,7.0,60.7,17,18,0
aspnet,20,7.0,61.3,17,18,0
aspnet,20,7.0,62.0,16,18,0
aspnet,20,7.0,62.7,17,18,0
aspnet,20,7.0,63.3,17,18,0
aspnet,20,7.0,64.0,16,18,0
aspnet,20,7.0,64.7,16,18,0
aspnet,20,7.0,65.4,17,18,0
aspnet,20,7.0,66.0,17,18,0
aspnet,20,7.0,66.7,16,18,0
aspnet,20,7.0,67.4,17,18,0
aspnet,20,7.0,68.1,17,18,0
aspnet,20,7.0,68.7,17,18,0
aspnet,20,7.0,69.4,17,18,0
aspnet,20,7.0,70.1,18,18,0
aspnet,20,7.0,70.7,17,18,0
aspnet,20,7.0,71.4,17,18,0
aspnet,20,7.0,72.1,17,18,0
aspnet,20,7.0,72.8,17,18,0
aspnet,20,7.0,73.4,16,18,0
aspnet,20,7.0,74.1,17,18,0
aspnet,20,7.0,74.8,17,18,0
aspnet,20,7.0,75.4,16,18,0
aspnet,20,7.0,76.1,16,18,0
aspnet,20,7.0,76.8,17,18,0
aspnet,20,7.0,77.5,16,18,0
aspnet,20,7.0,78.1,16,18,0
aspnet,20,7.0,78.8,17,18,0
aspnet,20,7.0,79.5,17,18,0
aspnet,20,7.0,80.1,17,18,0
aspnet,20,7.0,80.8,18,18,0
aspnet,20,7.0,81.5,18,18,0
aspnet,20,7.0,82.2,17,18,0
aspnet,20,7.0,82.8,17,18,0
aspnet,20,7.0,83.5,17,18,0
aspnet,20,7.0,84.2,16,18,0
aspnet,20,7.0,84.9,16,18,0
aspnet,20,7.0,85.5,17,18,0
aspnet,20,7.0,86.2,17,18,0
aspnet,20,7.0,86.9,16,18,0
aspnet,20,7.0,87.5,17,18,0
aspnet,20,7.0,88.2,17,18,0
aspnet,20,7.0,88.9,16,18,0
aspnet,20,7.0,89.6,16,18,0
aspnet,20,7.0,90.2,17,18,0
aspnet,20,7.0,90.9,17,18,0
aspnet,20,7.0,91.6,17,18,0
aspnet,20,7.0,92.2,18,18,0
aspnet,20,7.0,92.9,18,18,0
aspnet,20,7.0,93.6,17,18,0
aspnet,20,7.0,94.3,17,18,0
aspnet,20,7.0,94.9,17,18,0
aspnet,20,7.0,95.6,16,18,0
aspnet,20,7.0,96.3,16,18,0
aspnet,20,7.0,96.9,17,18,0
aspnet,20,7.0,97.6,16,18,0
aspnet,20,7.0,98.3,16,18,0
aspnet,20,7.0,99.0,17,18,0
aspnet,20,7.0,99.6,17,18,0
aspnet,20,7.0,100.3,16,18,0
aspnet,20,7.0,101.0,17,18,0
aspnet,20,7.0,101.7,17,18,0
aspnet,20,7.0,102.3,17,18,0
aspnet,20,7.0,103.0,17,18,0
aspnet,20,7.0,103.7,18,18,0
aspnet,20,7.0,104.4,18,18,0
aspnet,20,7.0,105.0,17,18,0
aspnet,20,7.0,105.7,17,18,0
aspnet,20,7.0,106.4,17,18,0
aspnet,20,7.0,107.0,16,18,0
aspnet,20,7.0,107.7,17,18,0
aspnet,20,7.0,108.4,17,18,0
aspnet,20,7.0,109.1,16,18,0
aspnet,20,7.0,109.7,16,18,0
aspnet,20,7.0,110.4,17,18,0
aspnet,20,7.0,111.1,17,18,0
aspnet,20,7.0,111.7,16,18,0
aspnet,20,7.0,112.4,17,18,0
aspnet,20,7.0,113.1,17,18,0
aspnet,20,7.0,113.8,17,18,0
aspnet,20,7.0,114.4,17,18,0
aspnet,20,7.0,115.1,18,18,0
aspnet,20,7.0,115.8,17,18,0
aspnet,20,7.0,116.5,17,18,0
aspnet,20,7.0,117.1,17,18,0
aspnet,20,7.0,117.8,17,18,0
aspnet,20,7.0,118.5,16,18,0
aspnet,20,7.0,119.1,17,18,0
aspnet,20,7.0,119.8,17,18,0
aspnet,20,7.0,120.5,14,18,0
aspnet,20,7.0,121.2,12,18,0
aspnet,20,7.0,121.8,11,18,0
aspnet,20,7.0,122.5,10,18,0
aspnet,20,7.0,123.2,9,18,0
aspnet,20,7.0,123.8,8,18,0
aspnet,20,7.0,124.5,7,18,0
aspnet,20,7.0,125.2,7,18,0
aspnet,20,7.0,125.8,6,18,0
aspnet,20,7.0,126.5,5,18,0
aspnet,20,7.0,127.2,4,18,0
aspnet,20,7.0,127.9,3,18,0
aspnet,20,7.0,128.5,2,18,0
aspnet,20,7.0,129.2,1,18,0
aspnet,20,7.0,129.9,0,18,0
aspnet,20,7.0,130.5,0,18,0
aspnet,20,7.0,131.2,0,18,0
aspnet,20,7.0,131.9,0,18,0
aspnet,20,7.0,132.6,0,18,0
aspnet,20,7.0,133.2,0,18,0
webflux,20,0.8,0.2,6,7,0
webflux,20,0.8,0.8,6,7,0
webflux,20,0.8,1.5,6,7,0
webflux,20,0.8,2.2,6,7,0
webflux,20,0.8,2.9,6,7,0
webflux,20,0.8,3.5,6,7,0
webflux,20,0.8,4.2,5,7,0
webflux,20,0.8,4.9,5,7,0
webflux,20,0.8,5.6,5,7,0
webflux,20,0.8,6.2,5,7,0
webflux,20,0.8,6.9,5,7,0
webflux,20,0.8,7.6,5,7,0
webflux,20,0.8,8.2,5,7,0
webflux,20,0.8,8.9,5,7,0
webflux,20,0.8,9.6,5,7,0
webflux,20,0.8,10.2,5,7,0
webflux,20,0.8,10.9,5,7,0
webflux,20,0.8,11.6,5,7,0
webflux,20,0.8,12.3,5,7,0
webflux,20,0.8,12.9,5,7,0
webflux,20,0.8,13.6,4,7,0
webflux,20,0.8,14.3,5,7,0
webflux,20,0.8,14.9,5,7,0
webflux,20,0.8,15.6,5,7,0
webflux,20,0.8,16.3,5,7,0
webflux,20,0.8,17.0,5,7,0
webflux,20,0.8,17.6,5,7,0
webflux,20,0.8,18.3,5,7,0
webflux,20,0.8,19.0,5,7,0
webflux,20,0.8,19.6,5,7,0
webflux,20,0.8,20.3,6,7,0
webflux,20,0.8,21.0,6,7,0
webflux,20,0.8,21.7,6,7,0
webflux,20,0.8,22.3,6,7,0
webflux,20,0.8,23.0,6,7,0
webflux,20,0.8,23.7,6,7,0
webflux,20,0.8,24.3,6,7,0
webflux,20,0.8,25.0,6,7,0
webflux,20,0.8,25.7,6,7,0
webflux,20,0.8,26.4,6,7,0
webflux,20,0.8,27.0,6,7,0
webflux,20,0.8,27.7,6,7,0
webflux,20,0.8,28.4,6,7,0
webflux,20,0.8,29.0,6,7,0
webflux,20,0.8,29.7,6,7,0
webflux,20,0.8,30.4,5,7,0
webflux,20,0.8,31.1,5,7,0
webflux,20,0.8,31.7,5,7,0
webflux,20,0.8,32.4,5,7,0
webflux,20,0.8,33.1,6,7,0
webflux,20,0.8,33.7,6,7,0
webflux,20,0.8,34.4,6,7,0
webflux,20,0.8,35.1,6,7,0
webflux,20,0.8,35.7,6,7,0
webflux,20,0.8,36.4,6,7,0
webflux,20,0.8,37.1,6,7,0
webflux,20,0.8,37.8,6,7,0
webflux,20,0.8,38.5,6,7,0
webflux,20,0.8,39.1,6,7,0
webflux,20,0.8,39.8,6,7,0
webflux,20,0.8,40.5,6,7,0
webflux,20,0.8,41.1,6,7,0
webflux,20,0.8,41.8,6,7,0
webflux,20,0.8,42.5,6,7,0
webflux,20,0.8,43.1,6,7,0
webflux,20,0.8,43.8,6,7,0
webflux,20,0.8,44.5,6,7,0
webflux,20,0.8,45.1,6,7,0
webflux,20,0.8,45.8,6,7,0
webflux,20,0.8,46.5,6,7,0
webflux,20,0.8,47.2,6,7,0
webflux,20,0.8,47.9,6,7,0
webflux,20,0.8,48.5,6,7,0
webflux,20,0.8,49.2,6,7,0
webflux,20,0.8,49.9,6,7,0
webflux,20,0.8,50.5,6,7,0
webflux,20,0.8,51.2,6,7,0
webflux,20,0.8,51.9,6,7,0
webflux,20,0.8,52.6,6,7,0
webflux,20,0.8,53.2,6,7,0
webflux,20,0.8,53.9,6,7,0
webflux,20,0.8,54.6,6,7,0
webflux,20,0.8,55.2,6,7,0
webflux,20,0.8,55.9,6,7,0
webflux,20,0.8,56.6,6,7,0
webflux,20,0.8,57.3,6,7,0
webflux,20,0.8,57.9,6,7,0
webflux,20,0.8,58.6,6,7,0
webflux,20,0.8,59.3,6,7,0
webflux,20,0.8,59.9,6,7,0
webflux,20,0.8,60.6,6,7,0
webflux,20,0.8,61.3,6,7,0
webflux,20,0.8,61.9,6,7,0
webflux,20,0.8,62.6,6,7,0
webflux,20,0.8,63.3,6,7,0
webflux,20,0.8,63.9,6,7,0
webflux,20,0.8,64.6,6,7,0
webflux,20,0.8,65.3,6,7,0
webflux,20,0.8,66.0,6,7,0
webflux,20,0.8,66.6,6,7,0
webflux,20,0.8,67.3,6,7,0
webflux,20,0.8,68.0,6,7,0
webflux,20,0.8,68.6,6,7,0
webflux,20,0.8,69.3,6,7,0
webflux,20,0.8,70.0,6,7,0
webflux,20,0.8,70.6,6,7,0
webflux,20,0.8,71.3,6,7,0
webflux,20,0.8,72.0,6,7,0
webflux,20,0.8,72.7,6,7,0
webflux,20,0.8,73.3,6,7,0
webflux,20,0.8,74.0,6,7,0
webflux,20,0.8,74.7,6,7,0
webflux,20,0.8,75.3,6,7,0
webflux,20,0.8,76.0,6,7,0
webflux,20,0.8,76.7,6,7,0
webflux,20,0.8,77.3,6,7,0
webflux,20,0.8,78.0,6,7,0
webflux,20,0.8,78.7,6,7,0
webflux,20,0.8,79.3,6,7,0
webflux,20,0.8,80.0,6,7,0
webflux,20,0.8,80.7,5,7,0
webflux,20,0.8,81.4,5,7,0
webflux,20,0.8,82.0,5,7,0
webflux,20,0.8,82.7,5,7,0
webflux,20,0.8,83.4,5,7,0
webflux,20,0.8,84.0,5,7,0
webflux,20,0.8,84.7,5,7,0
webflux,20,0.8,85.4,5,7,0
webflux,20,0.8,86.0,5,7,0
webflux,20,0.8,86.7,5,7,0
webflux,20,0.8,87.4,5,7,0
webflux,20,0.8,88.1,5,7,0
webflux,20,0.8,88.7,5,7,0
webflux,20,0.8,89.4,6,7,0
webflux,20,0.8,90.1,6,7,0
webflux,20,0.8,90.7,6,7,0
webflux,20,0.8,91.4,6,7,0
webflux,20,0.8,92.1,5,7,0
webflux,20,0.8,92.8,5,7,0
webflux,20,0.8,93.4,5,7,0
webflux,20,0.8,94.1,5,7,0
webflux,20,0.8,94.8,5,7,0
webflux,20,0.8,95.4,5,7,0
webflux,20,0.8,96.1,5,7,0
webflux,20,0.8,96.8,5,7,0
webflux,20,0.8,97.5,5,7,0
webflux,20,0.8,98.1,5,7,0
webflux,20,0.8,98.8,5,7,0
webflux,20,0.8,99.5,5,7,0
webflux,20,0.8,100.1,5,7,0
webflux,20,0.8,100.8,5,7,0
webflux,20,0.8,101.5,5,7,0
webflux,20,0.8,102.2,5,7,0
webflux,20,0.8,102.8,5,7,0
webflux,20,0.8,103.5,5,7,0
webflux,20,0.8,104.2,5,7,0
webflux,20,0.8,104.9,5,7,0
webflux,20,0.8,105.5,5,7,0
webflux,20,0.8,106.2,5,7,0
webflux,20,0.8,106.9,5,7,0
webflux,20,0.8,107.5,5,7,0
webflux,20,0.8,108.2,6,7,0
webflux,20,0.8,108.9,6,7,0
webflux,20,0.8,109.5,6,7,0
webflux,20,0.8,110.2,6,7,0
webflux,20,0.8,110.9,6,7,0
webflux,20,0.8,111.5,6,7,0
webflux,20,0.8,112.2,6,7,0
webflux,20,0.8,112.9,6,7,0
webflux,20,0.8,113.6,6,7,0
webflux,20,0.8,114.3,6,7,0
webflux,20,0.8,114.9,6,7,0
webflux,20,0.8,115.6,6,7,0
webflux,20,0.8,116.3,6,7,0
webflux,20,0.8,116.9,6,7,0
webflux,20,0.8,117.6,6,7,0
webflux,20,0.8,118.3,6,7,0
webflux,20,0.8,118.9,6,7,0
webflux,20,0.8,119.6,6,7,0
webflux,20,0.8,120.3,5,7,0
webflux,20,0.8,121.0,5,7,0
webflux,20,0.8,121.6,5,7,0
webflux,20,0.8,122.3,5,7,0
webflux,20,0.8,123.0,5,7,0
webflux,20,0.8,123.7,5,7,0
webflux,20,0.8,124.3,4,7,0
webflux,20,0.8,125.0,4,7,0
webflux,20,0.8,125.7,4,7,0
webflux,20,0.8,126.3,4,7,0
webflux,20,0.8,127.0,4,7,0
webflux,20,0.8,127.7,4,7,0
webflux,20,0.8,128.4,4,7,0
webflux,20,0.8,129.0,4,7,0
webflux,20,0.8,129.7,4,7,0
webflux,20,0.8,130.4,4,7,0
webflux,20,0.8,131.0,4,7,0
webflux,20,0.8,131.7,4,7,0
webflux,20,0.8,132.4,4,7,0
webflux,20,0.8,133.1,4,7,0
webflux,20,1.2,0.2,3,7,0
webflux,20,1.2,0.8,3,7,0
webflux,20,1.2,1.5,3,7,0
webflux,20,1.2,2.2,3,7,0
webflux,20,1.2,2.9,3,7,0
webflux,20,1.2,3.5,3,7,0
webflux,20,1.2,4.2,3,7,0
webflux,20,1.2,4.9,3,7,0
webflux,20,1.2,5.5,4,7,0
webflux,20,1.2,6.2,4,7,0
webflux,20,1.2,6.9,4,7,0
webflux,20,1.2,7.5,4,7,0
webflux,20,1.2,8.2,4,7,0
webflux,20,1.2,8.9,4,7,0
webflux,20,1.2,9.6,5,7,0
webflux,20,1.2,10.2,5,7,0
webflux,20,1.2,10.9,5,7,0
webflux,20,1.2,11.6,5,7,0
webflux,20,1.2,12.2,5,7,0
webflux,20,1.2,12.9,5,7,0
webflux,20,1.2,13.6,6,7,0
webflux,20,1.2,14.2,6,7,0
webflux,20,1.2,14.9,6,7,0
webflux,20,1.2,15.6,6,7,0
webflux,20,1.2,16.3,6,7,0
webflux,20,1.2,16.9,6,7,0
webflux,20,1.2,17.6,6,7,0
webflux,20,1.2,18.3,6,7,0
webflux,20,1.2,18.9,6,7,0
webflux,20,1.2,19.6,6,7,0
webflux,20,1.2,20.3,6,7,0
webflux,20,1.2,20.9,6,7,0
webflux,20,1.2,21.6,6,7,0
webflux,20,1.2,22.3,7,7,0
webflux,20,1.2,22.9,7,7,0
webflux,20,1.2,23.6,7,7,0
webflux,20,1.2,24.3,7,7,0
webflux,20,1.2,25.0,7,7,0
webflux,20,1.2,25.6,7,7,0
webflux,20,1.2,26.3,8,8,0
webflux,20,1.2,27.0,8,8,0
webflux,20,1.2,27.6,8,8,0
webflux,20,1.2,28.3,8,8,0
webflux,20,1.2,29.0,8,8,0
webflux,20,1.2,29.7,8,8,0
webflux,20,1.2,30.3,9,9,0
webflux,20,1.2,31.0,9,9,0
webflux,20,1.2,31.7,9,9,0
webflux,20,1.2,32.3,9,9,0
webflux,20,1.2,33.0,9,9,0
webflux,20,1.2,33.7,9,9,0
webflux,20,1.2,34.3,9,9,0
webflux,20,1.2,35.0,9,9,0
webflux,20,1.2,35.7,9,9,0
webflux,20,1.2,36.3,9,9,0
webflux,20,1.2,37.0,9,9,0
webflux,20,1.2,37.7,9,9,0
webflux,20,1.2,38.4,9,9,0
webflux,20,1.2,39.0,9,9,0
webflux,20,1.2,39.7,9,9,0
webflux,20,1.2,40.4,9,9,0
webflux,20,1.2,41.0,9,9,0
webflux,20,1.2,41.7,9,9,0
webflux,20,1.2,42.4,9,9,0
webflux,20,1.2,43.1,9,9,0
webflux,20,1.2,43.7,9,9,0
webflux,20,1.2,44.4,9,9,0
webflux,20,1.2,45.1,9,9,0
webflux,20,1.2,45.8,9,9,0
webflux,20,1.2,46.4,9,9,0
webflux,20,1.2,47.1,9,9,0
webflux,20,1.2,47.8,9,9,0
webflux,20,1.2,48.4,9,9,0
webflux,20,1.2,49.1,9,9,0
webflux,20,1.2,49.8,9,9,0
webflux,20,1.2,50.5,9,9,0
webflux,20,1.2,51.1,9,9,0
webflux,20,1.2,51.8,9,9,0
webflux,20,1.2,52.5,9,9,0
webflux,20,1.2,53.1,9,9,0
webflux,20,1.2,53.8,9,9,0
webflux,20,1.2,54.5,9,9,0
webflux,20,1.2,55.2,9,9,0
webflux,20,1.2,55.8,9,9,0
webflux,20,1.2,56.5,9,9,0
webflux,20,1.2,57.2,9,9,0
webflux,20,1.2,57.8,9,9,0
webflux,20,1.2,58.5,9,9,0
webflux,20,1.2,59.2,9,9,0
webflux,20,1.2,59.9,9,9,0
webflux,20,1.2,60.5,9,9,0
webflux,20,1.2,61.2,9,9,0
webflux,20,1.2,61.9,9,9,0
webflux,20,1.2,62.5,9,9,0
webflux,20,1.2,63.2,9,9,0
webflux,20,1.2,63.9,9,9,0
webflux,20,1.2,64.6,9,9,0
webflux,20,1.2,65.2,9,9,0
webflux,20,1.2,65.9,9,9,0
webflux,20,1.2,66.6,9,9,0
webflux,20,1.2,67.2,9,9,0
webflux,20,1.2,67.9,9,9,0
webflux,20,1.2,68.6,9,9,0
webflux,20,1.2,69.3,9,9,0
webflux,20,1.2,69.9,9,9,0
webflux,20,1.2,70.6,9,9,0
webflux,20,1.2,71.3,9,9,0
webflux,20,1.2,71.9,9,9,0
webflux,20,1.2,72.6,9,9,0
webflux,20,1.2,73.3,9,9,0
webflux,20,1.2,73.9,9,9,0
webflux,20,1.2,74.7,9,9,0
webflux,20,1.2,75.3,9,9,0
webflux,20,1.2,76.0,9,9,0
webflux,20,1.2,76.7,9,9,0
webflux,20,1.2,77.3,9,9,0
webflux,20,1.2,78.0,9,9,0
webflux,20,1.2,78.7,9,9,0
webflux,20,1.2,79.3,9,9,0
webflux,20,1.2,80.0,9,9,0
webflux,20,1.2,80.7,9,9,0
webflux,20,1.2,81.3,9,9,0
webflux,20,1.2,82.0,9,9,0
webflux,20,1.2,82.7,9,9,0
webflux,20,1.2,83.4,9,9,0
webflux,20,1.2,84.0,9,9,0
webflux,20,1.2,84.7,9,9,0
webflux,20,1.2,85.4,9,9,0
webflux,20,1.2,86.0,9,9,0
webflux,20,1.2,86.7,9,9,0
webflux,20,1.2,87.4,9,9,0
webflux,20,1.2,88.0,9,9,0
webflux,20,1.2,88.7,9,9,0
webflux,20,1.2,89.4,9,9,0
webflux,20,1.2,90.1,9,9,0
webflux,20,1.2,90.7,9,9,0
webflux,20,1.2,91.4,9,9,0
webflux,20,1.2,92.1,9,9,0
webflux,20,1.2,92.7,9,9,0
webflux,20,1.2,93.4,9,9,0
webflux,20,1.2,94.1,9,9,0
webflux,20,1.2,94.7,9,9,0
webflux,20,1.2,95.4,9,9,0
webflux,20,1.2,96.1,9,9,0
webflux,20,1.2,96.8,9,9,0
webflux,20,1.2,97.4,9,9,0
webflux,20,1.2,98.1,9,9,0
webflux,20,1.2,98.8,9,9,0
webflux,20,1.2,99.4,9,9,0
