framework,scenario,N,T,yield_interval_ms,run_index,n_requests,n_cancelled,run_cancel_rate,L1_mean,L1_sd,L1_median,L1_min,L1_max
aspnet,cpu,110,110,100,1,110,110,1.0,19.236,14.475,10.0,8,43
aspnet,cpu,110,110,100,2,110,110,1.0,8.691,1.029,9.0,7,10
aspnet,cpu,110,110,100,3,110,110,1.0,8.418,0.923,8.5,7,10
aspnet,cpu,110,110,100,4,110,110,1.0,7.382,0.878,7.0,6,9
aspnet,cpu,110,110,100,5,110,110,1.0,7.882,0.865,8.0,6,9
aspnet,cpu,110,110,100,6,110,110,1.0,10.136,1.288,10.0,7,12
aspnet,cpu,110,110,100,7,110,110,1.0,9.436,0.944,9.0,8,11
aspnet,cpu,110,110,100,8,110,110,1.0,73.809,0.873,74.0,72,75
aspnet,cpu,110,110,100,9,110,110,1.0,43.145,0.866,43.0,41,45
aspnet,cpu,110,110,100,10,110,110,1.0,7.845,0.732,8.0,7,9
aspnet,cpu,110,110,100,11,110,110,1.0,41.173,0.844,41.0,40,43
aspnet,cpu,110,110,100,12,110,110,1.0,8.873,0.858,9.0,7,10
aspnet,cpu,110,110,100,13,110,110,1.0,15.9,1.263,16.0,14,21
aspnet,cpu,110,110,100,14,110,110,1.0,8.036,0.834,8.0,6,9
aspnet,cpu,110,110,100,15,110,110,1.0,9.527,0.993,9.0,8,11
aspnet,cpu,110,110,100,16,110,110,1.0,63.873,0.92,64.0,62,65
aspnet,cpu,110,110,100,17,110,110,1.0,10.073,0.854,10.0,9,12
aspnet,cpu,110,110,100,18,110,110,1.0,8.682,1.203,9.0,7,11
aspnet,cpu,110,110,100,19,110,110,1.0,10.445,1.385,11.0,7,12
aspnet,cpu,110,110,100,20,110,110,1.0,8.282,0.879,8.0,7,10
aspnet,cpu,110,110,100,21,110,110,1.0,62.709,0.98,63.0,61,64
aspnet,cpu,110,110,100,22,110,110,1.0,8.1,0.877,8.0,6,10
aspnet,cpu,110,110,100,23,110,110,1.0,7.973,0.851,8.0,6,9
aspnet,cpu,110,110,100,24,110,110,1.0,8.209,0.825,8.0,6,10
aspnet,cpu,110,110,100,25,110,110,1.0,8.773,0.831,9.0,7,11
aspnet,cpu,110,110,100,26,110,110,1.0,25.645,0.925,26.0,24,27
aspnet,cpu,110,110,100,27,110,110,1.0,8.382,1.031,9.0,7,10
aspnet,cpu,110,110,100,28,110,110,1.0,7.836,0.723,8.0,7,9
aspnet,cpu,110,110,100,29,110,110,1.0,58.482,1.194,58.0,56,61
aspnet,cpu,110,110,100,30,110,110,1.0,6.309,0.974,6.0,4,8
aspnet,cpu,110,110,100,31,110,110,1.0,8.718,0.92,9.0,7,10
aspnet,cpu,110,110,100,32,110,110,1.0,84.955,0.806,85.0,83,86
aspnet,cpu,110,110,100,33,110,110,1.0,8.427,0.829,8.5,7,10
aspnet,cpu,110,110,100,34,110,110,1.0,8.682,1.04,9.0,7,10
aspnet,cpu,110,110,100,35,110,110,1.0,8.691,0.993,9.0,7,10
aspnet,cpu,110,110,100,36,110,110,1.0,8.573,1.0,9.0,7,10
aspnet,cpu,110,110,100,37,110,110,1.0,8.645,1.019,9.0,7,10
aspnet,cpu,110,110,100,38,110,110,1.0,7.836,0.873,8.0,6,9
aspnet,cpu,110,110,100,39,110,110,1.0,8.264,0.853,8.0,7,10
