framework,scenario,N,T,yield_interval_ms,run_index,n_requests,n_cancelled,run_cancel_rate,L1_mean,L1_sd,L1_median,L1_min,L1_max
aspnet,cpu,110,110,200,17,110,110,1.0,9.918,0.803,10.0,9,11
aspnet,cpu,110,110,200,18,110,110,1.0,46.782,0.892,47.0,45,48
aspnet,cpu,110,110,200,19,110,110,1.0,72.582,0.913,73.0,71,74
aspnet,cpu,110,110,200,20,110,110,1.0,61.282,0.869,61.0,60,63
aspnet,cpu,110,110,200,21,110,110,1.0,9.064,0.881,9.0,7,10
aspnet,cpu,110,110,200,22,110,110,1.0,10.073,0.832,10.0,9,11
aspnet,cpu,110,110,200,23,110,110,1.0,8.1,0.716,8.0,7,9
aspnet,cpu,110,110,200,24,110,110,1.0,7.909,0.944,8.0,6,9
aspnet,cpu,110,110,200,25,110,110,1.0,8.345,0.923,8.0,7,10
aspnet,cpu,110,110,200,26,110,110,1.0,7.982,0.908,8.0,6,9
aspnet,cpu,110,110,200,27,110,110,1.0,9.182,1.077,9.0,7,11
aspnet,cpu,110,110,200,28,110,110,1.0,11.627,0.927,12.0,10,13
aspnet,cpu,110,110,200,29,110,110,1.0,56.109,1.026,56.0,54,58
aspnet,cpu,110,110,200,30,110,110,1.0,9.2,1.115,9.0,7,11
aspnet,cpu,110,110,200,31,110,110,1.0,35.409,0.941,35.0,34,37
aspnet,cpu,110,110,200,32,110,110,1.0,7.973,0.933,8.0,6,9
aspnet,cpu,110,110,200,33,110,110,1.0,8.555,0.499,9.0,8,9
aspnet,cpu,110,110,200,34,110,110,1.0,9.091,0.873,9.0,7,10
aspnet,cpu,110,110,200,35,110,110,1.0,8.591,0.595,9.0,7,9
aspnet,cpu,110,110,200,36,110,110,1.0,8.327,0.93,8.0,6,10
aspnet,cpu,110,110,200,37,110,110,1.0,9.045,0.794,9.0,8,10
aspnet,cpu,110,110,200,38,110,110,1.0,8.336,0.941,8.0,7,10
aspnet,cpu,110,110,200,39,110,110,1.0,7.709,0.495,8.0,6,9
aspnet,cpu,110,110,200,40,110,110,1.0,9.109,0.839,9.0,8,10
aspnet,cpu,110,110,200,41,110,110,1.0,8.455,0.915,9.0,7,10
aspnet,cpu,110,110,200,42,110,110,1.0,9.945,0.866,10.0,9,11
aspnet,cpu,110,110,200,43,110,110,1.0,9.118,1.217,9.0,8,12
aspnet,cpu,110,110,200,44,110,110,1.0,8.073,0.464,8.0,7,9
aspnet,cpu,110,110,200,45,110,110,1.0,8.855,0.866,9.0,8,10
aspnet,cpu,110,110,200,46,110,110,1.0,9.155,0.804,9.0,8,10
aspnet,cpu,110,110,200,47,110,110,1.0,7.927,0.763,8.0,7,9
aspnet,cpu,110,110,200,48,110,110,1.0,8.991,0.862,9.0,7,10
aspnet,cpu,110,110,200,49,110,110,1.0,7.773,0.983,8.0,6,9
aspnet,cpu,110,110,200,50,110,110,1.0,38.373,0.855,38.0,37,40
aspnet,cpu,140,140,200,1,140,140,1.0,48.079,4.403,46.0,43,56
aspnet,cpu,140,140,200,2,140,140,1.0,196.314,1.145,196.0,194,198
aspnet,cpu,140,140,200,3,140,140,1.0,110.764,1.295,111.0,109,115
aspnet,cpu,140,140,200,4,140,140,1.0,8.757,1.079,9.0,7,10
aspnet,cpu,140,140,200,5,140,140,1.0,142.407,1.169,143.0,140,144
aspnet,cpu,140,140,200,6,140,140,1.0,59.071,1.148,59.0,57,61
aspnet,cpu,140,140,200,7,140,140,1.0,168.507,1.103,169.0,166,170
aspnet,cpu,140,140,200,8,140,140,1.0,105.364,1.158,105.0,103,107
aspnet,cpu,140,140,200,9,140,140,1.0,84.343,1.239,84.5,82,86
aspnet,cpu,140,140,200,10,140,140,1.0,165.507,1.178,166.0,163,167
aspnet,cpu,140,140,200,11,140,140,1.0,70.671,1.021,71.0,69,72
aspnet,cpu,140,140,200,12,140,140,1.0,43.229,1.146,43.0,41,45
aspnet,cpu,140,140,200,13,140,140,1.0,8.264,1.244,8.0,6,10
aspnet,cpu,140,140,200,14,140,140,1.0,7.593,1.038,8.0,5,9
aspnet,cpu,140,140,200,15,140,140,1.0,7.893,1.161,8.0,6,10
aspnet,cpu,140,140,200,16,140,140,1.0,143.05,1.177,143.0,141,145
aspnet,cpu,140,140,200,17,140,140,1.0,51.471,1.166,52.0,49,53
aspnet,cpu,140,140,200,18,140,140,1.0,268.743,0.999,269.0,267,270
aspnet,cpu,140,140,200,19,140,140,1.0,53.286,1.146,53.0,51,55
aspnet,cpu,140,140,200,20,140,140,1.0,34.607,1.173,35.0,32,36
aspnet,cpu,140,140,200,21,140,140,1.0,15.407,1.169,16.0,13,17
aspnet,cpu,140,140,200,22,140,140,1.0,139.179,1.201,139.0,137,141
aspnet,cpu,140,140,200,23,140,140,1.0,60.993,1.16,61.0,59,63
aspnet,cpu,140,140,200,24,140,140,1.0,40.25,1.206,40.0,38,42
aspnet,cpu,140,140,200,25,140,140,1.0,186.321,1.195,186.0,184,188
aspnet,cpu,140,140,200,26,140,140,1.0,90.593,1.536,91.0,88,93
aspnet,cpu,140,140,200,27,140,140,1.0,44.136,1.288,44.0,42,46
aspnet,cpu,140,140,200,28,140,140,1.0,31.293,1.322,31.0,29,34
aspnet,cpu,140,140,200,29,140,140,1.0,8.871,1.246,9.0,6,11
aspnet,cpu,140,140,200,30,140,140,1.0,164.614,1.029,165.0,162,166
aspnet,cpu,140,140,200,31,140,140,1.0,97.95,1.075,98.0,96,100
aspnet,cpu,140,140,200,32,140,140,1.0,444.157,1.158,444.0,442,446
aspnet,cpu,140,140,200,33,140,140,1.0,8.886,0.96,9.0,7,10
aspnet,cpu,140,140,200,34,140,140,1.0,9.071,0.774,9.0,8,10
aspnet,cpu,140,140,200,35,140,140,1.0,86.943,1.117,87.0,85,89
aspnet,cpu,140,140,200,36,140,140,1.0,51.85,1.112,52.0,50,54
